OAT,RowIndex,Index,masse,pa,masse_encrypted,pa_encrypted
3.0,0,53,13.0,12673.0,9bf8,e86bb8
3.0,0,54,14.0,12614.0,a0a8,e75728
3.0,0,55,15.0,12554.0,a558,e63de8
3.0,0,56,16.0,12499.0,aa08,e53c18
3.0,0,57,17.0,12398.0,aeb8,e362a8
3.0,0,58,18.0,12259.0,b368,e0d718
3.0,0,59,19.0,12118.0,b818,de4228
3.0,0,60,20.0,11979.0,bcc8,dbb698
3.0,0,61,21.0,11842.0,c178,d93468
3.0,0,62,22.0,11703.0,c628,d6a8d8
3.0,0,63,23.0,11566.0,cad8,d426a8
3.0,0,64,24.0,11425.0,cf88,d191b8
3.0,0,65,25.0,11289.0,d438,cf1438
3.0,0,66,26.0,11154.0,d8e8,cc9b68
3.0,0,67,27.0,11015.0,dd98,ca0fd8
3.0,0,68,28.0,10874.0,e248,c77ae8
3.0,0,69,29.0,10728.0,e6f8,c4ce88
3.0,0,70,30.0,10581.0,eba8,c21d78
3.0,0,71,31.0,10432.0,f058,bf6308
3.0,0,72,32.0,10280.0,f508,bc9a88
3.0,0,73,33.0,10132.0,f9b8,b9e4c8
3.0,0,74,34.0,9986.0,fe68,b73868
3.0,0,75,35.0,9840.0,10318,b48c08
3.0,0,76,36.0,9694.0,107c8,b1dfa8
3.0,0,77,37.0,9551.0,10c78,af4158
3.0,0,78,38.0,9398.0,11128,ac7428
3.0,0,79,39.0,9245.0,115d8,a9a6f8
3.0,0,80,40.0,9095.0,11a88,a6e7d8
3.0,0,81,41.0,8890.0,11f38,a326e8
3.0,0,82,42.0,8685.0,123e8,9f65f8
3.0,0,83,43.0,8483.0,12898,9bb318
3.0,0,84,44.0,8274.0,12d48,97df68
3.0,0,85,44.0,8270.0,12d48,97cca8
4.0,0,0,-40.0,6334.0,ffffa388,7459a8
4.0,0,1,-39.0,6529.0,ffffa838,77ebb8
4.0,0,2,-38.0,6724.0,fffface8,7b7dc8
4.0,0,3,-37.0,6920.0,ffffb198,7f1488
4.0,0,4,-36.0,7118.0,ffffb648,82b4a8
4.0,0,5,-35.0,7315.0,ffffbaf8,865018
4.0,0,6,-34.0,7513.0,ffffbfa8,89f038
4.0,0,7,-33.0,7712.0,ffffc458,8d9508
4.0,0,8,-32.0,7910.0,ffffc908,913528
4.0,0,9,-31.0,8110.0,ffffcdb8,94dea8
4.0,0,10,-30.0,8311.0,ffffd268,988cd8
4.0,0,11,-29.0,8512.0,ffffd718,9c3b08
4.0,0,12,-28.0,8714.0,ffffdbc8,9fede8
4.0,0,13,-27.0,8916.0,ffffe078,a3a0c8
4.0,0,14,-26.0,9121.0,ffffe528,a761b8
4.0,0,15,-25.0,9324.0,ffffe9d8,ab1948
4.0,0,16,-24.0,9529.0,ffffee88,aeda38
4.0,0,17,-23.0,9732.0,fffff338,b291c8
4.0,0,18,-22.0,9939.0,fffff7e8,b65c18
4.0,0,19,-21.0,10142.0,fffffc98,ba13a8
4.0,0,20,-20.0,10348.0,148,bdd948
4.0,0,21,-19.0,10507.0,5f8,c0c298
4.0,0,22,-18.0,10643.0,aa8,c34018
4.0,0,23,-17.0,10779.0,f58,c5bd98
4.0,0,24,-16.0,10915.0,1408,c83b18
4.0,0,25,-15.0,11051.0,18b8,cab898
4.0,0,26,-14.0,11186.0,1d68,cd3168
4.0,0,27,-13.0,11322.0,2218,cfaee8
4.0,0,28,-12.0,11458.0,26c8,d22c68
4.0,0,29,-11.0,11594.0,2b78,d4a9e8
4.0,0,30,-10.0,11730.0,3028,d72768
4.0,0,31,-9.0,11866.0,34d8,d9a4e8
4.0,0,32,-8.0,12002.0,3988,dc2268
4.0,0,33,-7.0,12137.0,3e38,de9b38
4.0,0,34,-6.0,12273.0,42e8,e118b8
4.0,0,35,-5.0,12409.0,4798,e39638
4.0,0,36,-4.0,12545.0,4c48,e613b8
4.0,0,37,-3.0,12681.0,50f8,e89138
4.0,0,38,-2.0,12817.0,55a8,eb0eb8
4.0,0,39,-1.0,12952.0,5a58,ed8788
4.0,0,40,0.0,13088.0,5f08,f00508
4.0,0,41,1.0,13224.0,63b8,f28288
4.0,0,42,2.0,13360.0,6868,f50008
4.0,0,43,3.0,13321.0,6d18,f44938
4.0,0,44,4.0,13228.0,71c8,f29548
4.0,0,45,5.0,13136.0,7678,f0e608
4.0,0,46,6.0,13044.0,7b28,ef36c8
4.0,0,47,7.0,12961.0,7fd8,edb1b8
4.0,0,48,8.0,12900.0,8488,ec93c8
4.0,0,49,9.0,12835.0,8938,eb6318
4.0,0,50,10.0,12774.0,8de8,ea4528
4.0,0,51,11.0,12716.0,9298,e93548
4.0,0,52,12.0,12656.0,9748,e81c08
4.0,0,53,13.0,12597.0,9bf8,e70778
4.0,0,54,14.0,12539.0,a0a8,e5f798
4.0,0,55,15.0,12482.0,a558,e4ec68
4.0,0,56,16.0,12428.0,aa08,e3ef48
4.0,0,57,17.0,12303.0,aeb8,e1a558
4.0,0,58,18.0,12158.0,b368,defda8
4.0,0,59,19.0,12022.0,b818,dc8028
4.0,0,60,20.0,11881.0,bcc8,d9eb38
4.0,0,61,21.0,11743.0,c178,d76458
4.0,0,62,22.0,11605.0,c628,d4dd78
4.0,0,63,23.0,11464.0,cad8,d24888
4.0,0,64,24.0,11328.0,cf88,cfcb08
4.0,0,65,25.0,11194.0,d438,cd56e8
4.0,0,66,26.0,11052.0,d8e8,cabd48
4.0,0,67,27.0,10912.0,dd98,c82d08
4.0,0,68,28.0,10763.0,e248,c57298
4.0,0,69,29.0,10621.0,e6f8,c2d8f8
4.0,0,70,30.0,10472.0,eba8,c01e88
4.0,0,71,31.0,10326.0,f058,bd7228
4.0,0,72,32.0,10174.0,f508,baa9a8
4.0,0,73,33.0,10027.0,f9b8,b7f898
4.0,0,74,34.0,9881.0,fe68,b54c38
4.0,0,75,35.0,9734.0,10318,b29b28
4.0,0,76,36.0,9589.0,107c8,aff378
4.0,0,77,37.0,9437.0,10c78,ad2af8
4.0,0,78,38.0,9288.0,11128,aa7088
4.0,0,79,39.0,9137.0,115d8,a7acb8
4.0,0,80,40.0,8963.0,11a88,a47d18
4.0,0,81,41.0,8760.0,11f38,a0c588
4.0,0,82,42.0,8556.0,123e8,9d0948
4.0,0,83,42.0,8541.0,123e8,9cc2f8
5.0,0,0,-40.0,6346.0,ffffa388,7491e8
5.0,0,1,-39.0,6541.0,ffffa838,7823f8
5.0,0,2,-38.0,6738.0,fffface8,7bbf68
5.0,0,3,-37.0,6935.0,ffffb198,7f5ad8
5.0,0,4,-36.0,7132.0,ffffb648,82f648
5.0,0,5,-35.0,7330.0,ffffbaf8,869668
5.0,0,6,-34.0,7528.0,ffffbfa8,8a3688
5.0,0,7,-33.0,7726.0,ffffc458,8dd6a8
5.0,0,8,-32.0,7925.0,ffffc908,917b78
5.0,0,9,-31.0,8125.0,ffffcdb8,9524f8
5.0,0,10,-30.0,8326.0,ffffd268,98d328
5.0,0,11,-29.0,8527.0,ffffd718,9c8158
5.0,0,12,-28.0,8729.0,ffffdbc8,a03438
5.0,0,13,-27.0,8931.0,ffffe078,a3e718
5.0,0,14,-26.0,9134.0,ffffe528,a79ea8
5.0,0,15,-25.0,9340.0,ffffe9d8,ab6448
5.0,0,16,-24.0,9544.0,ffffee88,af2088
5.0,0,17,-23.0,9749.0,fffff338,b2e178
5.0,0,18,-22.0,9954.0,fffff7e8,b6a268
5.0,0,19,-21.0,10160.0,fffffc98,ba6808
5.0,0,20,-20.0,10365.0,148,be28f8
5.0,0,21,-19.0,10590.0,5f8,c247a8
5.0,0,22,-18.0,10812.0,aa8,c65848
5.0,0,23,-17.0,11037.0,f58,ca76f8
5.0,0,24,-16.0,11263.0,1408,ce9a58
5.0,0,25,-15.0,11492.0,18b8,d2cbc8
5.0,0,26,-14.0,11721.0,1d68,d6fd38
5.0,0,27,-13.0,11949.0,2218,db29f8
5.0,0,28,-12.0,12178.0,26c8,df5b68
5.0,0,29,-11.0,12407.0,2b78,e38cd8
5.0,0,30,-10.0,12637.0,3028,e7c2f8
5.0,0,31,-9.0,12862.0,34d8,ebe1a8
5.0,0,32,-8.0,13094.0,3988,f02128
5.0,0,33,-7.0,13320.0,3e38,f44488
5.0,0,34,-6.0,13552.0,42e8,f88408
5.0,0,35,-5.0,13703.0,4798,fb47d8
5.0,0,36,-4.0,13693.0,4c48,fb18f8
5.0,0,37,-3.0,13677.0,50f8,facdf8
5.0,0,38,-2.0,13662.0,55a8,fa87a8
5.0,0,39,-1.0,13620.0,5a58,f9c2c8
5.0,0,40,0.0,13515.0,5f08,f7d698
5.0,0,41,1.0,13427.0,63b8,f63a18
5.0,0,42,2.0,13332.0,6868,f47cc8
5.0,0,43,3.0,13244.0,6d18,f2e048
5.0,0,44,4.0,13157.0,71c8,f14878
5.0,0,45,5.0,13067.0,7678,efa298
5.0,0,46,6.0,12976.0,7b28,edf808
5.0,0,47,7.0,12903.0,7fd8,eca1d8
5.0,0,48,8.0,12840.0,8488,eb7a88
5.0,0,49,9.0,12776.0,8938,ea4e88
5.0,0,50,10.0,12716.0,8de8,e93548
5.0,0,51,11.0,12654.0,9298,e812a8
5.0,0,52,12.0,12592.0,9748,e6f008
5.0,0,53,13.0,12534.0,9bf8,e5e028
5.0,0,54,14.0,12476.0,a0a8,e4d048
5.0,0,55,15.0,12420.0,a558,e3c9c8
5.0,0,56,16.0,12357.0,aa08,e2a278
5.0,0,57,17.0,12217.0,aeb8,e01238
5.0,0,58,18.0,12074.0,b368,dd73e8
5.0,0,59,19.0,11933.0,b818,dadef8
5.0,0,60,20.0,11791.0,bcc8,d84558
5.0,0,61,21.0,11651.0,c178,d5b518
5.0,0,62,22.0,11512.0,c628,d32988
5.0,0,63,23.0,11371.0,cad8,d09498
5.0,0,64,24.0,11232.0,cf88,ce0908
5.0,0,65,25.0,11094.0,d438,cb8228
5.0,0,66,26.0,10952.0,d8e8,c8e888
5.0,0,67,27.0,10814.0,dd98,c661a8
5.0,0,68,28.0,10664.0,e248,c3a288
5.0,0,69,29.0,10514.0,e6f8,c0e368
5.0,0,70,30.0,10366.0,eba8,be2da8
5.0,0,71,31.0,10218.0,f058,bb77e8
5.0,0,72,32.0,10067.0,f508,b8b418
5.0,0,73,33.0,9921.0,f9b8,b607b8
5.0,0,74,34.0,9775.0,fe68,b35b58
5.0,0,75,35.0,9628.0,10318,b0aa48
5.0,0,76,36.0,9480.0,107c8,adf488
5.0,0,77,37.0,9328.0,10c78,ab2c08
5.0,0,78,38.0,9174.0,11128,a85a28
5.0,0,79,39.0,9025.0,115d8,a59fb8
5.0,0,80,40.0,8820.0,11a88,a1dec8
5.0,0,81,40.0,8801.0,11a88,a185b8
6.0,0,0,-40.0,6367.0,ffffa388,74f458
6.0,0,1,-39.0,6560.0,ffffa838,787d08
6.0,0,2,-38.0,6758.0,fffface8,7c1d28
6.0,0,3,-37.0,6955.0,ffffb198,7fb898
6.0,0,4,-36.0,7152.0,ffffb648,835408
6.0,0,5,-35.0,7350.0,ffffbaf8,86f428
6.0,0,6,-34.0,7549.0,ffffbfa8,8a98f8
6.0,0,7,-33.0,7747.0,ffffc458,8e3918
6.0,0,8,-32.0,7946.0,ffffc908,91dde8
6.0,0,9,-31.0,8148.0,ffffcdb8,9590c8
6.0,0,10,-30.0,8348.0,ffffd268,993a48
6.0,0,11,-29.0,8549.0,ffffd718,9ce878
6.0,0,12,-28.0,8751.0,ffffdbc8,a09b58
6.0,0,13,-27.0,8954.0,ffffe078,a452e8
6.0,0,14,-26.0,9159.0,ffffe528,a813d8
6.0,0,15,-25.0,9363.0,ffffe9d8,abd018
6.0,0,16,-24.0,9568.0,ffffee88,af9108
6.0,0,17,-23.0,9772.0,fffff338,b34d48
6.0,0,18,-22.0,9978.0,fffff7e8,b712e8
6.0,0,19,-21.0,10184.0,fffffc98,bad888
6.0,0,20,-20.0,10387.0,148,be9018
6.0,0,21,-19.0,10613.0,5f8,c2b378
6.0,0,22,-18.0,10835.0,aa8,c6c418
6.0,0,23,-17.0,11059.0,f58,cade18
6.0,0,24,-16.0,11283.0,1408,cef818
6.0,0,25,-15.0,11509.0,18b8,d31b78
6.0,0,26,-14.0,11735.0,1d68,d73ed8
6.0,0,27,-13.0,11960.0,2218,db5d88
6.0,0,28,-12.0,12187.0,26c8,df8598
6.0,0,29,-11.0,12414.0,2b78,e3ada8
6.0,0,30,-10.0,12641.0,3028,e7d5b8
6.0,0,31,-9.0,12869.0,34d8,ec0278
6.0,0,32,-8.0,13096.0,3988,f02a88
6.0,0,33,-7.0,13325.0,3e38,f45bf8
6.0,0,34,-6.0,13559.0,42e8,f8a4d8
6.0,0,35,-5.0,13658.0,4798,fa74e8
6.0,0,36,-4.0,13648.0,4c48,fa4608
6.0,0,37,-3.0,13630.0,50f8,f9f1a8
6.0,0,38,-2.0,13612.0,55a8,f99d48
6.0,0,39,-1.0,13556.0,5a58,f896c8
6.0,0,40,0.0,13451.0,5f08,f6aa98
6.0,0,41,1.0,13365.0,63b8,f51778
6.0,0,42,2.0,13275.0,6868,f37198
6.0,0,43,3.0,13184.0,6d18,f1c708
6.0,0,44,4.0,13092.0,71c8,f017c8
6.0,0,45,5.0,13002.0,7678,ee71e8
6.0,0,46,6.0,12909.0,7b28,ecbdf8
6.0,0,47,7.0,12843.0,7fd8,eb8898
6.0,0,48,8.0,12780.0,8488,ea6148
6.0,0,49,9.0,12718.0,8938,e93ea8
6.0,0,50,10.0,12653.0,8de8,e80df8
6.0,0,51,11.0,12594.0,9298,e6f968
6.0,0,52,12.0,12533.0,9748,e5db78
6.0,0,53,13.0,12474.0,9bf8,e4c6e8
6.0,0,54,14.0,12416.0,a0a8,e3b708
6.0,0,55,15.0,12360.0,a558,e2b088
6.0,0,56,16.0,12269.0,aa08,e105f8
6.0,0,57,17.0,12127.0,aeb8,de6c58
6.0,0,58,18.0,11982.0,b368,dbc4a8
6.0,0,59,19.0,11843.0,b818,d93918
6.0,0,60,20.0,11700.0,bcc8,d69ac8
6.0,0,61,21.0,11555.0,c178,d3f318
6.0,0,62,22.0,11414.0,c628,d15e28
6.0,0,63,23.0,11272.0,cad8,cec488
6.0,0,64,24.0,11131.0,cf88,cc2f98
6.0,0,65,25.0,10989.0,d438,c995f8
6.0,0,66,26.0,10851.0,d8e8,c70f18
6.0,0,67,27.0,10704.0,dd98,c45e08
6.0,0,68,28.0,10555.0,e248,c1a398
6.0,0,69,29.0,10403.0,e6f8,bedb18
6.0,0,70,30.0,10254.0,eba8,bc20a8
6.0,0,71,31.0,10103.0,f058,b95cd8
6.0,0,72,32.0,9951.0,f508,b69458
6.0,0,73,33.0,9803.0,f9b8,b3de98
6.0,0,74,34.0,9652.0,fe68,b11ac8
6.0,0,75,35.0,9502.0,10318,ae5ba8
6.0,0,76,36.0,9347.0,107c8,ab8518
6.0,0,77,37.0,9189.0,10c78,a8a078
6.0,0,78,38.0,9036.0,11128,a5d348
6.0,0,79,38.0,9017.0,11128,a57a38
7.0,0,0,-40.0,6383.0,ffffa388,753f58
7.0,0,1,-39.0,6581.0,ffffa838,78df78
7.0,0,2,-38.0,6778.0,fffface8,7c7ae8
7.0,0,3,-37.0,6976.0,ffffb198,801b08
7.0,0,4,-36.0,7174.0,ffffb648,83bb28
7.0,0,5,-35.0,7372.0,ffffbaf8,875b48
7.0,0,6,-34.0,7570.0,ffffbfa8,8afb68
7.0,0,7,-33.0,7769.0,ffffc458,8ea038
7.0,0,8,-32.0,7968.0,ffffc908,924508
7.0,0,9,-31.0,8168.0,ffffcdb8,95ee88
7.0,0,10,-30.0,8370.0,ffffd268,99a168
7.0,0,11,-29.0,8572.0,ffffd718,9d5448
7.0,0,12,-28.0,8774.0,ffffdbc8,a10728
7.0,0,13,-27.0,8976.0,ffffe078,a4ba08
7.0,0,14,-26.0,9179.0,ffffe528,a87198
7.0,0,15,-25.0,9381.0,ffffe9d8,ac2478
7.0,0,16,-24.0,9583.0,ffffee88,afd758
7.0,0,17,-23.0,9786.0,fffff338,b38ee8
7.0,0,18,-22.0,9989.0,fffff7e8,b74678
7.0,0,19,-21.0,10192.0,fffffc98,bafe08
7.0,0,20,-20.0,10395.0,148,beb598
7.0,0,21,-19.0,10618.0,5f8,c2cae8
7.0,0,22,-18.0,10840.0,aa8,c6db88
7.0,0,23,-17.0,11063.0,f58,caf0d8
7.0,0,24,-16.0,11290.0,1408,cf18e8
7.0,0,25,-15.0,11512.0,18b8,d32988
7.0,0,26,-14.0,11737.0,1d68,d74838
7.0,0,27,-13.0,11966.0,2218,db79a8
7.0,0,28,-12.0,12193.0,26c8,dfa1b8
7.0,0,29,-11.0,12419.0,2b78,e3c518
7.0,0,30,-10.0,12647.0,3028,e7f1d8
7.0,0,31,-9.0,12875.0,34d8,ec1e98
7.0,0,32,-8.0,13100.0,3988,f03d48
7.0,0,33,-7.0,13334.0,3e38,f48628
7.0,0,34,-6.0,13561.0,42e8,f8ae38
7.0,0,35,-5.0,13609.0,4798,f98f38
7.0,0,36,-4.0,13602.0,4c48,f96e68
7.0,0,37,-3.0,13584.0,50f8,f91a08
7.0,0,38,-2.0,13567.0,55a8,f8ca58
7.0,0,39,-1.0,13490.0,5a58,f76168
7.0,0,40,0.0,13377.0,5f08,f54fb8
7.0,0,41,1.0,13292.0,63b8,f3c148
7.0,0,42,2.0,13200.0,6868,f21208
7.0,0,43,3.0,13110.0,6d18,f06c28
7.0,0,44,4.0,13019.0,71c8,eec198
7.0,0,45,5.0,12935.0,7678,ed37d8
7.0,0,46,6.0,12848.0,7b28,eba008
7.0,0,47,7.0,12784.0,7fd8,ea7408
7.0,0,48,8.0,12721.0,8488,e94cb8
7.0,0,49,9.0,12660.0,8938,e82ec8
7.0,0,50,10.0,12598.0,8de8,e70c28
7.0,0,51,11.0,12534.0,9298,e5e028
7.0,0,52,12.0,12476.0,9748,e4d048
7.0,0,53,13.0,12416.0,9bf8,e3b708
7.0,0,54,14.0,12357.0,a0a8,e2a278
7.0,0,55,15.0,12300.0,a558,e19748
7.0,0,56,16.0,12184.0,aa08,df7788
7.0,0,57,17.0,12034.0,aeb8,dcb868
7.0,0,58,18.0,11892.0,b368,da1ec8
7.0,0,59,19.0,11747.0,b818,d77718
7.0,0,60,20.0,11601.0,bcc8,d4cab8
7.0,0,61,21.0,11460.0,c178,d235c8
7.0,0,62,22.0,11320.0,c628,cfa588
7.0,0,63,23.0,11176.0,cad8,cd0288
7.0,0,64,24.0,11031.0,cf88,ca5ad8
7.0,0,65,25.0,10884.0,d438,c7a9c8
7.0,0,66,26.0,10737.0,d8e8,c4f8b8
7.0,0,67,27.0,10582.0,dd98,c22228
7.0,0,68,28.0,10420.0,e248,bf2ac8
7.0,0,69,29.0,10272.0,e6f8,bc7508
7.0,0,70,30.0,10114.0,eba8,b99068
7.0,0,71,31.0,9959.0,f058,b6b9d8
7.0,0,72,32.0,9810.0,f508,b3ff68
7.0,0,73,33.0,9663.0,f9b8,b14e58
7.0,0,74,34.0,9511.0,fe68,ae85d8
7.0,0,75,35.0,9363.0,10318,abd018
7.0,0,76,36.0,9205.0,107c8,a8eb78
7.0,0,77,36.0,9184.0,107c8,a88908
8.0,0,0,-40.0,6404.0,ffffa388,75a1c8
8.0,0,1,-39.0,6602.0,ffffa838,7941e8
8.0,0,2,-38.0,6799.0,fffface8,7cdd58
8.0,0,3,-37.0,6997.0,ffffb198,807d78
8.0,0,4,-36.0,7195.0,ffffb648,841d98
8.0,0,5,-35.0,7392.0,ffffbaf8,87b908
8.0,0,6,-34.0,7589.0,ffffbfa8,8b5478
8.0,0,7,-33.0,7785.0,ffffc458,8eeb38
8.0,0,8,-32.0,7981.0,ffffc908,9281f8
8.0,0,9,-31.0,8180.0,ffffcdb8,9626c8
8.0,0,10,-30.0,8378.0,ffffd268,99c6e8
8.0,0,11,-29.0,8577.0,ffffd718,9d6bb8
8.0,0,12,-28.0,8777.0,ffffdbc8,a11538
8.0,0,13,-27.0,8978.0,ffffe078,a4c368
8.0,0,14,-26.0,9182.0,ffffe528,a87fa8
8.0,0,15,-25.0,9384.0,ffffe9d8,ac3288
8.0,0,16,-24.0,9586.0,ffffee88,afe568
8.0,0,17,-23.0,9789.0,fffff338,b39cf8
8.0,0,18,-22.0,9992.0,fffff7e8,b75488
8.0,0,19,-21.0,10196.0,fffffc98,bb10c8
8.0,0,20,-20.0,10400.0,148,becd08
8.0,0,21,-19.0,10620.0,5f8,c2d448
8.0,0,22,-18.0,10846.0,aa8,c6f7a8
8.0,0,23,-17.0,11068.0,f58,cb0848
8.0,0,24,-16.0,11292.0,1408,cf2248
8.0,0,25,-15.0,11520.0,18b8,d34f08
8.0,0,26,-14.0,11743.0,1d68,d76458
8.0,0,27,-13.0,11969.0,2218,db87b8
8.0,0,28,-12.0,12196.0,26c8,dfafc8
8.0,0,29,-11.0,12424.0,2b78,e3dc88
8.0,0,30,-10.0,12654.0,3028,e812a8
8.0,0,31,-9.0,12883.0,34d8,ec4418
8.0,0,32,-8.0,13111.0,3988,f070d8
8.0,0,33,-7.0,13339.0,3e38,f49d98
8.0,0,34,-6.0,13569.0,42e8,f8d3b8
8.0,0,35,-5.0,13545.0,4798,f86338
8.0,0,36,-4.0,13553.0,4c48,f888b8
8.0,0,37,-3.0,13538.0,50f8,f84268
8.0,0,38,-2.0,13518.0,55a8,f7e4a8
8.0,0,39,-1.0,13423.0,5a58,f62758
8.0,0,40,0.0,13286.0,5f08,f3a528
8.0,0,41,1.0,13202.0,63b8,f21b68
8.0,0,42,2.0,13113.0,6868,f07a38
8.0,0,43,3.0,13021.0,6d18,eecaf8
8.0,0,44,4.0,12937.0,71c8,ed4138
8.0,0,45,5.0,12848.0,7678,eba008
8.0,0,46,6.0,12789.0,7b28,ea8b78
8.0,0,47,7.0,12725.0,7fd8,e95f78
8.0,0,48,8.0,12655.0,8488,e81758
8.0,0,49,9.0,12590.0,8938,e6e6a8
8.0,0,50,10.0,12520.0,8de8,e59e88
8.0,0,51,11.0,12462.0,9298,e48ea8
8.0,0,52,12.0,12405.0,9748,e38378
8.0,0,53,13.0,12345.0,9bf8,e26a38
8.0,0,54,14.0,12283.0,a0a8,e14798
8.0,0,55,15.0,12207.0,a558,dfe358
8.0,0,56,16.0,12058.0,aa08,dd28e8
8.0,0,57,17.0,11907.0,aeb8,da6518
8.0,0,58,18.0,11755.0,b368,d79c98
8.0,0,59,19.0,11604.0,b818,d4d8c8
8.0,0,60,20.0,11453.0,bcc8,d214f8
8.0,0,61,21.0,11310.0,c178,cf76a8
8.0,0,62,22.0,11162.0,c628,ccc0e8
8.0,0,63,23.0,11013.0,cad8,ca0678
8.0,0,64,24.0,10864.0,cf88,c74c08
8.0,0,65,25.0,10724.0,d438,c4bbc8
8.0,0,66,26.0,10575.0,d8e8,c20158
8.0,0,67,27.0,10419.0,dd98,bf2618
8.0,0,68,28.0,10262.0,e248,bc4628
8.0,0,69,29.0,10110.0,e6f8,b97da8
8.0,0,70,30.0,9954.0,eba8,b6a268
8.0,0,71,31.0,9798.0,f058,b3c728
8.0,0,72,32.0,9645.0,f508,b0f9f8
8.0,0,73,33.0,9485.0,f9b8,ae0bf8
8.0,0,74,34.0,9334.0,fe68,ab4828
8.0,0,75,34.0,9306.0,fe68,aac4e8
9.0,0,0,-40.0,6414.0,ffffa388,75d0a8
9.0,0,1,-39.0,6608.0,ffffa838,795e08
9.0,0,2,-38.0,6804.0,fffface8,7cf4c8
9.0,0,3,-37.0,7000.0,ffffb198,808b88
9.0,0,4,-36.0,7197.0,ffffb648,8426f8
9.0,0,5,-35.0,7394.0,ffffbaf8,87c268
9.0,0,6,-34.0,7591.0,ffffbfa8,8b5dd8
9.0,0,7,-33.0,7789.0,ffffc458,8efdf8
9.0,0,8,-32.0,7987.0,ffffc908,929e18
9.0,0,9,-31.0,8184.0,ffffcdb8,963988
9.0,0,10,-30.0,8381.0,ffffd268,99d4f8
9.0,0,11,-29.0,8581.0,ffffd718,9d7e78
9.0,0,12,-28.0,8782.0,ffffdbc8,a12ca8
9.0,0,13,-27.0,8982.0,ffffe078,a4d628
9.0,0,14,-26.0,9183.0,ffffe528,a88458
9.0,0,15,-25.0,9388.0,ffffe9d8,ac4548
9.0,0,16,-24.0,9591.0,ffffee88,affcd8
9.0,0,17,-23.0,9794.0,fffff338,b3b468
9.0,0,18,-22.0,9998.0,fffff7e8,b770a8
9.0,0,19,-21.0,10201.0,fffffc98,bb2838
9.0,0,20,-20.0,10406.0,148,bee928
9.0,0,21,-19.0,10626.0,5f8,c2f068
9.0,0,22,-18.0,10852.0,aa8,c713c8
9.0,0,23,-17.0,11075.0,f58,cb2918
9.0,0,24,-16.0,11299.0,1408,cf4318
9.0,0,25,-15.0,11525.0,18b8,d36678
9.0,0,26,-14.0,11750.0,1d68,d78528
9.0,0,27,-13.0,11980.0,2218,dbbb48
9.0,0,28,-12.0,12204.0,26c8,dfd548
9.0,0,29,-11.0,12431.0,2b78,e3fd58
9.0,0,30,-10.0,12660.0,3028,e82ec8
9.0,0,31,-9.0,12889.0,34d8,ec6038
9.0,0,32,-8.0,13116.0,3988,f08848
9.0,0,33,-7.0,13351.0,3e38,f4d5d8
9.0,0,34,-6.0,13535.0,42e8,f83458
9.0,0,35,-5.0,13487.0,4798,f75358
9.0,0,36,-4.0,13497.0,4c48,f78238
9.0,0,37,-3.0,13497.0,50f8,f78238
9.0,0,38,-2.0,13456.0,55a8,f6c208
9.0,0,39,-1.0,13351.0,5a58,f4d5d8
9.0,0,40,0.0,13201.0,5f08,f216b8
9.0,0,41,1.0,13117.0,63b8,f08cf8
9.0,0,42,2.0,13030.0,6868,eef528
9.0,0,43,3.0,12938.0,6d18,ed45e8
9.0,0,44,4.0,12852.0,71c8,ebb2c8
9.0,0,45,5.0,12773.0,7678,ea4078
9.0,0,46,6.0,12709.0,7b28,e91478
9.0,0,47,7.0,12639.0,7fd8,e7cc58
9.0,0,48,8.0,12572.0,8488,e69248
9.0,0,49,9.0,12503.0,8938,e54ed8
9.0,0,50,10.0,12433.0,8de8,e406b8
9.0,0,51,11.0,12375.0,9298,e2f6d8
9.0,0,52,12.0,12316.0,9748,e1e248
9.0,0,53,13.0,12254.0,9bf8,e0bfa8
9.0,0,54,14.0,12192.0,a0a8,df9d08
9.0,0,55,15.0,12068.0,a558,dd57c8
9.0,0,56,16.0,11919.0,aa08,da9d58
9.0,0,57,17.0,11764.0,aeb8,d7c6c8
9.0,0,58,18.0,11610.0,b368,d4f4e8
9.0,0,59,19.0,11459.0,b818,d23118
9.0,0,60,20.0,11305.0,bcc8,cf5f38
9.0,0,61,21.0,11158.0,c178,ccae28
9.0,0,62,22.0,11003.0,c628,c9d798
9.0,0,63,23.0,10856.0,cad8,c72688
9.0,0,64,24.0,10713.0,cf88,c48838
9.0,0,65,25.0,10564.0,d438,c1cdc8
9.0,0,66,26.0,10410.0,d8e8,befbe8
9.0,0,67,27.0,10251.0,dd98,bc1298
9.0,0,68,28.0,10097.0,e248,b940b8
9.0,0,69,29.0,9939.0,e6f8,b65c18
9.0,0,70,30.0,9782.0,eba8,b37c28
9.0,0,71,31.0,9627.0,f058,b0a598
9.0,0,72,32.0,9473.0,f508,add3b8
9.0,0,73,32.0,9444.0,f508,ad4bc8
10.0,0,0,-40.0,6415.0,ffffa388,75d558
10.0,0,1,-39.0,6609.0,ffffa838,7962b8
10.0,0,2,-38.0,6807.0,fffface8,7d02d8
10.0,0,3,-37.0,7003.0,ffffb198,809998
10.0,0,4,-36.0,7199.0,ffffb648,843058
10.0,0,5,-35.0,7396.0,ffffbaf8,87cbc8
10.0,0,6,-34.0,7594.0,ffffbfa8,8b6be8
10.0,0,7,-33.0,7792.0,ffffc458,8f0c08
10.0,0,8,-32.0,7991.0,ffffc908,92b0d8
