OAT,RowIndex,Index,masse,pa,masse_encrypted,pa_encrypted
3.0,0,53,13.0,11136.0,9bf8,cc4708
3.0,0,54,14.0,11246.0,a0a8,ce4aa8
3.0,0,55,15.0,11356.0,a558,d04e48
3.0,0,56,16.0,11466.0,aa08,d251e8
3.0,0,57,17.0,11576.0,aeb8,d45588
3.0,0,58,18.0,11686.0,b368,d65928
3.0,0,59,19.0,11796.0,b818,d85cc8
3.0,0,60,20.0,11906.0,bcc8,da6068
3.0,0,61,21.0,12016.0,c178,dc6408
3.0,0,62,22.0,12126.0,c628,de67a8
3.0,0,63,23.0,12236.0,cad8,e06b48
3.0,0,64,24.0,12346.0,cf88,e26ee8
3.0,0,65,25.0,12456.0,d438,e47288
3.0,0,66,26.0,12566.0,d8e8,e67628
3.0,0,67,27.0,12676.0,dd98,e879c8
3.0,0,68,28.0,12786.0,e248,ea7d68
3.0,0,69,28.0,12841.0,e248,eb7f38
3.0,0,70,29.0,12821.0,e6f8,eb2178
3.0,0,71,30.0,12615.0,eba8,e75bd8
3.0,0,72,31.0,12420.0,f058,e3c9c8
3.0,0,73,32.0,12223.0,f508,e02e58
3.0,0,74,33.0,12022.0,f9b8,dc8028
3.0,0,75,34.0,11828.0,fe68,d8f2c8
3.0,0,76,35.0,11628.0,10318,d54948
3.0,0,77,36.0,11436.0,107c8,d1c548
3.0,0,78,37.0,11241.0,10c78,ce3338
3.0,0,79,38.0,11046.0,11128,caa128
3.0,0,80,39.0,10849.0,115d8,c705b8
3.0,0,81,40.0,10658.0,11a88,c38668
3.0,0,82,41.0,10471.0,11f38,c019d8
3.0,0,83,42.0,10287.0,123e8,bcbb58
3.0,0,84,43.0,10089.0,12898,b91b38
3.0,0,85,44.0,9873.0,12d48,b526b8
3.0,0,86,44.0,9860.0,12d48,b4e9c8
4.0,0,0,-40.0,6285.0,ffffa388,7373f8
4.0,0,1,-39.0,6398.0,ffffa838,7585a8
4.0,0,2,-38.0,6512.0,fffface8,779c08
4.0,0,3,-37.0,6626.0,ffffb198,79b268
4.0,0,4,-36.0,6740.0,ffffb648,7bc8c8
4.0,0,5,-35.0,6853.0,ffffbaf8,7dda78
4.0,0,6,-34.0,6967.0,ffffbfa8,7ff0d8
4.0,0,7,-33.0,7081.0,ffffc458,820738
4.0,0,8,-32.0,7194.0,ffffc908,8418e8
4.0,0,9,-31.0,7308.0,ffffcdb8,862f48
4.0,0,10,-30.0,7422.0,ffffd268,8845a8
4.0,0,11,-29.0,7536.0,ffffd718,8a5c08
4.0,0,12,-28.0,7650.0,ffffdbc8,8c7268
4.0,0,13,-27.0,7763.0,ffffe078,8e8418
4.0,0,14,-26.0,7877.0,ffffe528,909a78
4.0,0,15,-25.0,7991.0,ffffe9d8,92b0d8
4.0,0,16,-24.0,8105.0,ffffee88,94c738
4.0,0,17,-23.0,8219.0,fffff338,96dd98
4.0,0,18,-22.0,8332.0,fffff7e8,98ef48
4.0,0,19,-21.0,8446.0,fffffc98,9b05a8
4.0,0,20,-20.0,8560.0,148,9d1c08
4.0,0,21,-19.0,8674.0,5f8,9f3268
4.0,0,22,-18.0,8788.0,aa8,a148c8
4.0,0,23,-17.0,8902.0,f58,a35f28
4.0,0,24,-16.0,9016.0,1408,a57588
4.0,0,25,-15.0,9130.0,18b8,a78be8
4.0,0,26,-14.0,9243.0,1d68,a99d98
4.0,0,27,-13.0,9357.0,2218,abb3f8
4.0,0,28,-12.0,9471.0,26c8,adca58
4.0,0,29,-11.0,9585.0,2b78,afe0b8
4.0,0,30,-10.0,9699.0,3028,b1f718
4.0,0,31,-9.0,9813.0,34d8,b40d78
4.0,0,32,-8.0,9927.0,3988,b623d8
4.0,0,33,-7.0,10041.0,3e38,b83a38
4.0,0,34,-6.0,10155.0,42e8,ba5098
4.0,0,35,-5.0,10269.0,4798,bc66f8
4.0,0,36,-4.0,10383.0,4c48,be7d58
4.0,0,37,-3.0,10497.0,50f8,c093b8
4.0,0,38,-2.0,10611.0,55a8,c2aa18
4.0,0,39,-1.0,10725.0,5a58,c4c078
4.0,0,40,0.0,10839.0,5f08,c6d6d8
4.0,0,41,1.0,10953.0,63b8,c8ed38
4.0,0,42,2.0,11068.0,6868,cb0848
4.0,0,43,3.0,11182.0,6d18,cd1ea8
4.0,0,44,4.0,11296.0,71c8,cf3508
4.0,0,45,5.0,11410.0,7678,d14b68
4.0,0,46,6.0,11524.0,7b28,d361c8
4.0,0,47,7.0,11638.0,7fd8,d57828
4.0,0,48,8.0,11752.0,8488,d78e88
4.0,0,49,9.0,11866.0,8938,d9a4e8
4.0,0,50,10.0,11980.0,8de8,dbbb48
4.0,0,51,11.0,12095.0,9298,ddd658
4.0,0,52,12.0,12209.0,9748,dfecb8
4.0,0,53,13.0,12323.0,9bf8,e20318
4.0,0,54,14.0,12437.0,a0a8,e41978
4.0,0,55,15.0,12551.0,a558,e62fd8
4.0,0,56,16.0,12665.0,aa08,e84638
4.0,0,57,17.0,12779.0,aeb8,ea5c98
4.0,0,58,18.0,12894.0,b368,ec77a8
4.0,0,59,19.0,13008.0,b818,ee8e08
4.0,0,60,20.0,13122.0,bcc8,f0a468
4.0,0,61,21.0,13236.0,c178,f2bac8
4.0,0,62,22.0,13351.0,c628,f4d5d8
4.0,0,63,23.0,13465.0,cad8,f6ec38
4.0,0,64,24.0,13442.0,cf88,f68068
4.0,0,65,25.0,13298.0,d438,f3dd68
4.0,0,66,26.0,13151.0,d8e8,f12c58
4.0,0,67,27.0,13009.0,dd98,ee92b8
4.0,0,68,28.0,12859.0,e248,ebd398
4.0,0,69,29.0,12711.0,e6f8,e91dd8
4.0,0,70,30.0,12487.0,eba8,e503d8
4.0,0,71,31.0,12286.0,f058,e155a8
4.0,0,72,32.0,12088.0,f508,ddb588
4.0,0,73,33.0,11892.0,f9b8,da1ec8
4.0,0,74,34.0,11697.0,fe68,d68cb8
4.0,0,75,35.0,11496.0,10318,d2de88
4.0,0,76,36.0,11305.0,107c8,cf5f38
4.0,0,77,37.0,11111.0,10c78,cbd1d8
4.0,0,78,38.0,10915.0,11128,c83b18
4.0,0,79,39.0,10718.0,115d8,c49fa8
4.0,0,80,40.0,10524.0,11a88,c11248
4.0,0,81,41.0,10342.0,11f38,bdbd28
4.0,0,82,42.0,10155.0,123e8,ba5098
4.0,0,83,42.0,10141.0,123e8,ba0ef8
5.0,0,0,-40.0,7291.0,ffffa388,85df98
5.0,0,1,-39.0,7409.0,ffffa838,8808b8
5.0,0,2,-38.0,7528.0,fffface8,8a3688
5.0,0,3,-37.0,7646.0,ffffb198,8c5fa8
5.0,0,4,-36.0,7764.0,ffffb648,8e88c8
5.0,0,5,-35.0,7882.0,ffffbaf8,90b1e8
5.0,0,6,-34.0,8000.0,ffffbfa8,92db08
5.0,0,7,-33.0,8118.0,ffffc458,950428
5.0,0,8,-32.0,8236.0,ffffc908,972d48
5.0,0,9,-31.0,8355.0,ffffcdb8,995b18
5.0,0,10,-30.0,8473.0,ffffd268,9b8438
5.0,0,11,-29.0,8591.0,ffffd718,9dad58
5.0,0,12,-28.0,8709.0,ffffdbc8,9fd678
5.0,0,13,-27.0,8827.0,ffffe078,a1ff98
5.0,0,14,-26.0,8946.0,ffffe528,a42d68
5.0,0,15,-25.0,9064.0,ffffe9d8,a65688
5.0,0,16,-24.0,9182.0,ffffee88,a87fa8
5.0,0,17,-23.0,9300.0,fffff338,aaa8c8
5.0,0,18,-22.0,9419.0,fffff7e8,acd698
5.0,0,19,-21.0,9537.0,fffffc98,aeffb8
5.0,0,20,-20.0,9655.0,148,b128d8
5.0,0,21,-19.0,9773.0,5f8,b351f8
5.0,0,22,-18.0,9892.0,aa8,b57fc8
5.0,0,23,-17.0,10010.0,f58,b7a8e8
5.0,0,24,-16.0,10128.0,1408,b9d208
5.0,0,25,-15.0,10247.0,18b8,bbffd8
5.0,0,26,-14.0,10365.0,1d68,be28f8
5.0,0,27,-13.0,10483.0,2218,c05218
5.0,0,28,-12.0,10602.0,26c8,c27fe8
5.0,0,29,-11.0,10720.0,2b78,c4a908
5.0,0,30,-10.0,10839.0,3028,c6d6d8
5.0,0,31,-9.0,10957.0,34d8,c8fff8
5.0,0,32,-8.0,11075.0,3988,cb2918
5.0,0,33,-7.0,11194.0,3e38,cd56e8
5.0,0,34,-6.0,11312.0,42e8,cf8008
5.0,0,35,-5.0,11431.0,4798,d1add8
5.0,0,36,-4.0,11549.0,4c48,d3d6f8
5.0,0,37,-3.0,11667.0,50f8,d60018
5.0,0,38,-2.0,11786.0,55a8,d82de8
5.0,0,39,-1.0,11904.0,5a58,da5708
5.0,0,40,0.0,12023.0,5f08,dc84d8
5.0,0,41,1.0,12141.0,63b8,deadf8
5.0,0,42,2.0,12260.0,6868,e0dbc8
5.0,0,43,3.0,12378.0,6d18,e304e8
5.0,0,44,4.0,12497.0,71c8,e532b8
5.0,0,45,5.0,12615.0,7678,e75bd8
5.0,0,46,6.0,12734.0,7b28,e989a8
5.0,0,47,7.0,12852.0,7fd8,ebb2c8
5.0,0,48,8.0,12971.0,8488,ede098
5.0,0,49,9.0,13090.0,8938,f00e68
5.0,0,50,10.0,13208.0,8de8,f23788
5.0,0,51,11.0,13327.0,9298,f46558
5.0,0,52,12.0,13445.0,9748,f68e78
5.0,0,53,13.0,13564.0,9bf8,f8bc48
5.0,0,54,14.0,13682.0,a0a8,fae568
5.0,0,55,15.0,13801.0,a558,fd1338
5.0,0,56,16.0,13920.0,aa08,ff4108
5.0,0,57,17.0,14038.0,aeb8,1016a28
5.0,0,58,18.0,14157.0,b368,10397f8
5.0,0,59,19.0,14068.0,b818,101f6c8
5.0,0,60,20.0,13920.0,bcc8,ff4108
5.0,0,61,21.0,13773.0,c178,fc8ff8
5.0,0,62,22.0,13624.0,c628,f9d588
5.0,0,63,23.0,13478.0,cad8,f72928
5.0,0,64,24.0,13334.0,cf88,f48628
5.0,0,65,25.0,13194.0,d438,f1f5e8
5.0,0,66,26.0,13051.0,d8e8,ef5798
5.0,0,67,27.0,12903.0,dd98,eca1d8
5.0,0,68,28.0,12758.0,e248,e9fa28
5.0,0,69,29.0,12580.0,e6f8,e6b7c8
5.0,0,70,30.0,12351.0,eba8,e28658
5.0,0,71,31.0,12158.0,f058,defda8
5.0,0,72,32.0,11956.0,f508,db4ac8
5.0,0,73,33.0,11759.0,f9b8,d7af58
5.0,0,74,34.0,11560.0,fe68,d40a88
5.0,0,75,35.0,11365.0,10318,d07878
5.0,0,76,36.0,11168.0,107c8,ccdd08
5.0,0,77,37.0,10967.0,10c78,c92ed8
5.0,0,78,38.0,10772.0,11128,c59cc8
5.0,0,79,39.0,10573.0,115d8,c1f7f8
5.0,0,80,40.0,10379.0,11a88,be6a98
5.0,0,81,40.0,10362.0,11a88,be1ae8
6.0,0,0,-40.0,8345.0,ffffa388,992c38
6.0,0,1,-39.0,8467.0,ffffa838,9b6818
6.0,0,2,-38.0,8590.0,fffface8,9da8a8
6.0,0,3,-37.0,8713.0,ffffb198,9fe938
6.0,0,4,-36.0,8836.0,ffffb648,a229c8
6.0,0,5,-35.0,8958.0,ffffbaf8,a465a8
6.0,0,6,-34.0,9081.0,ffffbfa8,a6a638
6.0,0,7,-33.0,9204.0,ffffc458,a8e6c8
6.0,0,8,-32.0,9327.0,ffffc908,ab2758
6.0,0,9,-31.0,9450.0,ffffcdb8,ad67e8
6.0,0,10,-30.0,9572.0,ffffd268,afa3c8
6.0,0,11,-29.0,9695.0,ffffd718,b1e458
6.0,0,12,-28.0,9818.0,ffffdbc8,b424e8
6.0,0,13,-27.0,9941.0,ffffe078,b66578
6.0,0,14,-26.0,10064.0,ffffe528,b8a608
6.0,0,15,-25.0,10187.0,ffffe9d8,bae698
6.0,0,16,-24.0,10309.0,ffffee88,bd2278
6.0,0,17,-23.0,10432.0,fffff338,bf6308
6.0,0,18,-22.0,10555.0,fffff7e8,c1a398
6.0,0,19,-21.0,10678.0,fffffc98,c3e428
6.0,0,20,-20.0,10801.0,148,c624b8
6.0,0,21,-19.0,10924.0,5f8,c86548
6.0,0,22,-18.0,11047.0,aa8,caa5d8
6.0,0,23,-17.0,11170.0,f58,cce668
6.0,0,24,-16.0,11293.0,1408,cf26f8
6.0,0,25,-15.0,11416.0,18b8,d16788
6.0,0,26,-14.0,11539.0,1d68,d3a818
6.0,0,27,-13.0,11662.0,2218,d5e8a8
6.0,0,28,-12.0,11785.0,26c8,d82938
6.0,0,29,-11.0,11908.0,2b78,da69c8
6.0,0,30,-10.0,12031.0,3028,dcaa58
6.0,0,31,-9.0,12154.0,34d8,deeae8
6.0,0,32,-8.0,12277.0,3988,e12b78
6.0,0,33,-7.0,12400.0,3e38,e36c08
6.0,0,34,-6.0,12523.0,42e8,e5ac98
6.0,0,35,-5.0,12646.0,4798,e7ed28
6.0,0,36,-4.0,12769.0,4c48,ea2db8
6.0,0,37,-3.0,12892.0,50f8,ec6e48
6.0,0,38,-2.0,13015.0,55a8,eeaed8
6.0,0,39,-1.0,13138.0,5a58,f0ef68
6.0,0,40,0.0,13261.0,5f08,f32ff8
6.0,0,41,1.0,13384.0,63b8,f57088
6.0,0,42,2.0,13507.0,6868,f7b118
6.0,0,43,3.0,13631.0,6d18,f9f658
6.0,0,44,4.0,13754.0,71c8,fc36e8
6.0,0,45,5.0,13877.0,7678,fe7778
6.0,0,46,6.0,14000.0,7b28,100b808
6.0,0,47,7.0,14123.0,7fd8,102f898
6.0,0,48,8.0,14246.0,8488,1053928
6.0,0,49,9.0,14370.0,8938,1077e68
6.0,0,50,10.0,14493.0,8de8,109bef8
6.0,0,51,11.0,14616.0,9298,10bff88
6.0,0,52,12.0,14739.0,9748,10e4018
6.0,0,53,12.0,14801.0,9748,10f62b8
6.0,0,54,13.0,14823.0,9bf8,10fc9d8
6.0,0,55,14.0,14685.0,a0a8,10d42f8
6.0,0,56,15.0,14538.0,a558,10a91e8
6.0,0,57,16.0,14397.0,aa08,107fcf8
6.0,0,58,17.0,14255.0,aeb8,1056358
6.0,0,59,18.0,14112.0,b368,102c508
6.0,0,60,19.0,13964.0,b818,1000f48
6.0,0,61,20.0,13820.0,bcc8,fd6c48
6.0,0,62,21.0,13672.0,c178,fab688
6.0,0,63,22.0,13522.0,c628,f7f768
6.0,0,64,23.0,13379.0,cad8,f55918
6.0,0,65,24.0,13236.0,cf88,f2bac8
6.0,0,66,25.0,13090.0,d438,f00e68
6.0,0,67,26.0,12948.0,d8e8,ed74c8
6.0,0,68,27.0,12802.0,dd98,eac868
6.0,0,69,28.0,12655.0,e248,e81758
6.0,0,70,29.0,12448.0,e6f8,e44d08
6.0,0,71,30.0,12221.0,eba8,e024f8
6.0,0,72,31.0,12021.0,f058,dc7b78
6.0,0,73,32.0,11822.0,f508,d8d6a8
6.0,0,74,33.0,11622.0,f9b8,d52d28
6.0,0,75,34.0,11419.0,fe68,d17598
6.0,0,76,35.0,11222.0,10318,cdda28
6.0,0,77,36.0,11024.0,107c8,ca3a08
6.0,0,78,37.0,10825.0,10c78,c69538
6.0,0,79,38.0,10628.0,11128,c2f9c8
6.0,0,80,38.0,10605.0,11128,c28df8
7.0,0,0,-40.0,9447.0,ffffa388,ad59d8
7.0,0,1,-39.0,9575.0,ffffa838,afb1d8
7.0,0,2,-38.0,9703.0,fffface8,b209d8
7.0,0,3,-37.0,9830.0,ffffb198,b45d28
7.0,0,4,-36.0,9958.0,ffffb648,b6b528
7.0,0,5,-35.0,10085.0,ffffbaf8,b90878
7.0,0,6,-34.0,10213.0,ffffbfa8,bb6078
7.0,0,7,-33.0,10340.0,ffffc458,bdb3c8
7.0,0,8,-32.0,10468.0,ffffc908,c00bc8
7.0,0,9,-31.0,10596.0,ffffcdb8,c263c8
7.0,0,10,-30.0,10723.0,ffffd268,c4b718
7.0,0,11,-29.0,10851.0,ffffd718,c70f18
7.0,0,12,-28.0,10979.0,ffffdbc8,c96718
7.0,0,13,-27.0,11106.0,ffffe078,cbba68
7.0,0,14,-26.0,11234.0,ffffe528,ce1268
7.0,0,15,-25.0,11362.0,ffffe9d8,d06a68
7.0,0,16,-24.0,11489.0,ffffee88,d2bdb8
7.0,0,17,-23.0,11617.0,fffff338,d515b8
7.0,0,18,-22.0,11745.0,fffff7e8,d76db8
7.0,0,19,-21.0,11873.0,fffffc98,d9c5b8
7.0,0,20,-20.0,12000.0,148,dc1908
7.0,0,21,-19.0,12128.0,5f8,de7108
7.0,0,22,-18.0,12256.0,aa8,e0c908
7.0,0,23,-17.0,12384.0,f58,e32108
7.0,0,24,-16.0,12511.0,1408,e57458
7.0,0,25,-15.0,12639.0,18b8,e7cc58
7.0,0,26,-14.0,12767.0,1d68,ea2458
7.0,0,27,-13.0,12895.0,2218,ec7c58
7.0,0,28,-12.0,13023.0,26c8,eed458
7.0,0,29,-11.0,13151.0,2b78,f12c58
7.0,0,30,-10.0,13278.0,3028,f37fa8
7.0,0,31,-9.0,13406.0,34d8,f5d7a8
7.0,0,32,-8.0,13534.0,3988,f82fa8
7.0,0,33,-7.0,13662.0,3e38,fa87a8
7.0,0,34,-6.0,13790.0,42e8,fcdfa8
7.0,0,35,-5.0,13918.0,4798,ff37a8
7.0,0,36,-4.0,14046.0,4c48,1018fa8
7.0,0,37,-3.0,14174.0,50f8,103e7a8
7.0,0,38,-2.0,14302.0,55a8,1063fa8
7.0,0,39,-1.0,14429.0,5a58,10892f8
7.0,0,40,0.0,14557.0,5f08,10aeaf8
7.0,0,41,1.0,14685.0,63b8,10d42f8
7.0,0,42,2.0,14813.0,6868,10f9af8
7.0,0,43,3.0,14941.0,6d18,111f2f8
7.0,0,44,4.0,15069.0,71c8,1144af8
7.0,0,45,5.0,15197.0,7678,116a2f8
7.0,0,46,6.0,15325.0,7b28,118faf8
7.0,0,47,7.0,15453.0,7fd8,11b52f8
7.0,0,48,7.0,15517.0,7fd8,11c7ef8
7.0,0,49,8.0,15458.0,8488,11b6a68
7.0,0,50,9.0,15302.0,8938,1188f28
7.0,0,51,10.0,15145.0,8de8,115af38
7.0,0,52,11.0,15001.0,9298,1130c38
7.0,0,53,12.0,14858.0,9748,1106de8
7.0,0,54,13.0,14715.0,9bf8,10dcf98
7.0,0,55,14.0,14573.0,a0a8,10b35f8
7.0,0,56,15.0,14427.0,a558,1088998
7.0,0,57,16.0,14284.0,aa08,105eb48
7.0,0,58,17.0,14139.0,aeb8,1034398
7.0,0,59,18.0,13993.0,b368,1009738
7.0,0,60,19.0,13844.0,b818,fddcc8
7.0,0,61,20.0,13693.0,bcc8,fb18f8
7.0,0,62,21.0,13546.0,c178,f867e8
7.0,0,63,22.0,13396.0,c628,f5a8c8
7.0,0,64,23.0,13250.0,cad8,f2fc68
7.0,0,65,24.0,13105.0,cf88,f054b8
7.0,0,66,25.0,12961.0,d438,edb1b8
7.0,0,67,26.0,12815.0,d8e8,eb0558
7.0,0,68,27.0,12671.0,dd98,e86258
7.0,0,69,28.0,12504.0,e248,e55388
7.0,0,70,29.0,12280.0,e6f8,e13988
7.0,0,71,30.0,12055.0,eba8,dd1ad8
7.0,0,72,31.0,11855.0,f058,d97158
7.0,0,73,32.0,11657.0,f508,d5d138
7.0,0,74,33.0,11458.0,f9b8,d22c68
7.0,0,75,34.0,11259.0,fe68,ce8798
7.0,0,76,35.0,11055.0,10318,cacb58
7.0,0,77,36.0,10861.0,107c8,c73df8
7.0,0,78,36.0,10831.0,107c8,c6b158
8.0,0,0,-40.0,10602.0,ffffa388,c27fe8
8.0,0,1,-39.0,10735.0,ffffa838,c4ef58
8.0,0,2,-38.0,10867.0,fffface8,c75a18
8.0,0,3,-37.0,11000.0,ffffb198,c9c988
8.0,0,4,-36.0,11132.0,ffffb648,cc3448
8.0,0,5,-35.0,11265.0,ffffbaf8,cea3b8
8.0,0,6,-34.0,11398.0,ffffbfa8,d11328
8.0,0,7,-33.0,11530.0,ffffc458,d37de8
8.0,0,8,-32.0,11663.0,ffffc908,d5ed58
8.0,0,9,-31.0,11796.0,ffffcdb8,d85cc8
8.0,0,10,-30.0,11928.0,ffffd268,dac788
8.0,0,11,-29.0,12061.0,ffffd718,dd36f8
8.0,0,12,-28.0,12194.0,ffffdbc8,dfa668
8.0,0,13,-27.0,12327.0,ffffe078,e215d8
8.0,0,14,-26.0,12459.0,ffffe528,e48098
8.0,0,15,-25.0,12592.0,ffffe9d8,e6f008
8.0,0,16,-24.0,12725.0,ffffee88,e95f78
8.0,0,17,-23.0,12858.0,fffff338,ebcee8
8.0,0,18,-22.0,12990.0,fffff7e8,ee39a8
8.0,0,19,-21.0,13123.0,fffffc98,f0a918
8.0,0,20,-20.0,13256.0,148,f31888
8.0,0,21,-19.0,13389.0,5f8,f587f8
8.0,0,22,-18.0,13522.0,aa8,f7f768
8.0,0,23,-17.0,13655.0,f58,fa66d8
8.0,0,24,-16.0,13787.0,1408,fcd198
8.0,0,25,-15.0,13920.0,18b8,ff4108
8.0,0,26,-14.0,14053.0,1d68,101b078
8.0,0,27,-13.0,14186.0,2218,1041fe8
8.0,0,28,-12.0,14319.0,26c8,1068f58
8.0,0,29,-11.0,14452.0,2b78,108fec8
8.0,0,30,-10.0,14585.0,3028,10b6e38
8.0,0,31,-9.0,14718.0,34d8,10ddda8
8.0,0,32,-8.0,14851.0,3988,1104d18
8.0,0,33,-7.0,14984.0,3e38,112bc88
8.0,0,34,-6.0,15117.0,42e8,1152bf8
8.0,0,35,-5.0,15249.0,4798,11796b8
8.0,0,36,-4.0,15382.0,4c48,11a0628
8.0,0,37,-3.0,15515.0,50f8,11c7598
8.0,0,38,-2.0,15647.0,55a8,11ee058
8.0,0,39,-1.0,15775.0,5a58,1213858
8.0,0,40,0.0,15903.0,5f08,1239058
8.0,0,41,1.0,16031.0,63b8,125e858
8.0,0,42,2.0,15979.0,6868,124f498
8.0,0,43,3.0,15914.0,6d18,123c3e8
8.0,0,44,4.0,15848.0,71c8,1228e88
8.0,0,45,5.0,15782.0,7678,1215928
8.0,0,46,6.0,15646.0,7b28,11edba8
8.0,0,47,7.0,15493.0,7fd8,11c0e78
8.0,0,48,8.0,15334.0,8488,1192528
8.0,0,49,9.0,15171.0,8938,1162918
8.0,0,50,10.0,15007.0,8de8,1132858
8.0,0,51,11.0,14866.0,9298,1109368
8.0,0,52,12.0,14723.0,9748,10df518
8.0,0,53,13.0,14579.0,9bf8,10b5218
8.0,0,54,14.0,14431.0,a0a8,1089c58
8.0,0,55,15.0,14283.0,a558,105e698
8.0,0,56,16.0,14137.0,aa08,1033a38
8.0,0,57,17.0,13989.0,aeb8,1008478
8.0,0,58,18.0,13836.0,b368,fdb748
8.0,0,59,19.0,13681.0,b818,fae0b8
8.0,0,60,20.0,13527.0,bcc8,f80ed8
8.0,0,61,21.0,13381.0,c178,f56278
8.0,0,62,22.0,13234.0,c628,f2b168
8.0,0,63,23.0,13086.0,cad8,effba8
8.0,0,64,24.0,12943.0,cf88,ed5d58
8.0,0,65,25.0,12795.0,d438,eaa798
8.0,0,66,26.0,12649.0,d8e8,e7fb38
8.0,0,67,27.0,12504.0,dd98,e55388
8.0,0,68,28.0,12304.0,e248,e1aa08
8.0,0,69,29.0,12082.0,e6f8,dd9968
8.0,0,70,30.0,11862.0,eba8,d99228
8.0,0,71,31.0,11666.0,f058,d5fb68
8.0,0,72,32.0,11464.0,f508,d24888
8.0,0,73,33.0,11262.0,f9b8,ce95a8
8.0,0,74,34.0,11065.0,fe68,cafa38
8.0,0,75,34.0,11034.0,fe68,ca68e8
9.0,0,0,-40.0,10737.0,ffffa388,c4f8b8
9.0,0,1,-39.0,10930.0,ffffa838,c88168
9.0,0,2,-38.0,11125.0,fffface8,cc1378
9.0,0,3,-37.0,11318.0,ffffb198,cf9c28
9.0,0,4,-36.0,11513.0,ffffb648,d32e38
9.0,0,5,-35.0,11709.0,ffffbaf8,d6c4f8
9.0,0,6,-34.0,11906.0,ffffbfa8,da6068
9.0,0,7,-33.0,12106.0,ffffc458,de09e8
9.0,0,8,-32.0,12300.0,ffffc908,e19748
9.0,0,9,-31.0,12498.0,ffffcdb8,e53768
9.0,0,10,-30.0,12697.0,ffffd268,e8dc38
9.0,0,11,-29.0,12896.0,ffffd718,ec8108
9.0,0,12,-28.0,13097.0,ffffdbc8,f02f38
9.0,0,13,-27.0,13299.0,ffffe078,f3e218
9.0,0,14,-26.0,13499.0,ffffe528,f78b98
9.0,0,15,-25.0,13701.0,ffffe9d8,fb3e78
9.0,0,16,-24.0,13903.0,ffffee88,fef158
9.0,0,17,-23.0,14105.0,fffff338,102a438
9.0,0,18,-22.0,14295.0,fffff7e8,1061ed8
9.0,0,19,-21.0,14433.0,fffffc98,108a5b8
9.0,0,20,-20.0,14571.0,148,10b2c98
9.0,0,21,-19.0,14709.0,5f8,10db378
9.0,0,22,-18.0,14848.0,aa8,1103f08
9.0,0,23,-17.0,14986.0,f58,112c5e8
9.0,0,24,-16.0,15124.0,1408,1154cc8
9.0,0,25,-15.0,15262.0,18b8,117d3a8
9.0,0,26,-14.0,15400.0,1d68,11a5a88
9.0,0,27,-13.0,15538.0,2218,11ce168
9.0,0,28,-12.0,15674.0,26c8,11f5ee8
9.0,0,29,-11.0,15807.0,2b78,121ce58
9.0,0,30,-10.0,15940.0,3028,1243dc8
9.0,0,31,-9.0,16073.0,34d8,126ad38
9.0,0,32,-8.0,16206.0,3988,1291ca8
9.0,0,33,-7.0,16338.0,3e38,12b8768
9.0,0,34,-6.0,16471.0,42e8,12df6d8
9.0,0,35,-5.0,16409.0,4798,12cd438
9.0,0,36,-4.0,16349.0,4c48,12bbaf8
9.0,0,37,-3.0,16266.0,50f8,12a35e8
9.0,0,38,-2.0,16189.0,55a8,128ccf8
9.0,0,39,-1.0,16114.0,5a58,1276d68
9.0,0,40,0.0,16030.0,5f08,125e3a8
9.0,0,41,1.0,15967.0,63b8,124bc58
9.0,0,42,2.0,15903.0,6868,1239058
9.0,0,43,3.0,15837.0,6d18,1225af8
9.0,0,44,4.0,15772.0,71c8,1212a48
9.0,0,45,5.0,15682.0,7678,11f8468
9.0,0,46,6.0,15524.0,7b28,11c9fc8
9.0,0,47,7.0,15367.0,7fd8,119bfd8
9.0,0,48,8.0,15207.0,8488,116d1d8
9.0,0,49,9.0,15041.0,8938,113c7b8
9.0,0,50,10.0,14876.0,8de8,110c248
9.0,0,51,11.0,14732.0,9298,10e1f48
9.0,0,52,12.0,14582.0,9748,10b6028
9.0,0,53,13.0,14436.0,9bf8,108b3c8
9.0,0,54,14.0,14286.0,a0a8,105f4a8
9.0,0,55,15.0,14137.0,a558,1033a38
9.0,0,56,16.0,13988.0,aa08,1007fc8
9.0,0,57,17.0,13835.0,aeb8,fdb298
9.0,0,58,18.0,13683.0,b368,faea18
9.0,0,59,19.0,13526.0,b818,f80a28
9.0,0,60,20.0,13373.0,bcc8,f53cf8
9.0,0,61,21.0,13228.0,c178,f29548
9.0,0,62,22.0,13075.0,c628,efc818
9.0,0,63,23.0,12927.0,cad8,ed1258
9.0,0,64,24.0,12782.0,cf88,ea6aa8
9.0,0,65,25.0,12638.0,d438,e7c7a8
9.0,0,66,26.0,12495.0,d8e8,e52958
9.0,0,67,27.0,12327.0,dd98,e215d8
9.0,0,68,28.0,12110.0,e248,de1ca8
9.0,0,69,29.0,11894.0,e6f8,da2828
9.0,0,70,30.0,11678.0,eba8,d633a8
9.0,0,71,31.0,11481.0,f058,d29838
9.0,0,72,32.0,11281.0,f508,ceeeb8
9.0,0,73,32.0,11248.0,f508,ce5408
10.0,0,0,-40.0,10745.0,ffffa388,c51e38
10.0,0,1,-39.0,10937.0,ffffa838,c8a238
10.0,0,2,-38.0,11133.0,fffface8,cc38f8
10.0,0,3,-37.0,11328.0,ffffb198,cfcb08
10.0,0,4,-36.0,11524.0,ffffb648,d361c8
